,"CBOE Volatility Index - MF2-GARCH Volatility","CBOE Volatility Index - MF2-GARCH Trend"
2019-02-04,1.0348374828928453,1.2308611668258935
2019-02-05,1.0120742660496809,1.2298040770789467
2019-02-06,0.9945737076758063,1.2287568449453294
2019-02-07,1.0797944804452373,1.2277976966911122
2019-02-08,1.046085864544589,1.2268742576156695
2019-02-11,1.0264023947750707,1.2259459090840836
2019-02-12,1.0047693227801096,1.22491214542105
2019-02-13,0.9933700820942817,1.2238184130008831
2019-02-14,1.012817861216912,1.222754204245481
2019-02-15,0.9939999014084459,1.2219063564774513
2019-02-19,0.9795016447153114,1.2209737147047843
2019-02-20,0.9684661129848582,1.2201605664829527
2019-02-21,0.984990507568474,1.2185548736105403
2019-02-22,0.9716059942178207,1.2170520449019424
2019-02-25,1.179505097911832,1.2158484445028501
2019-02-26,1.1317417514609946,1.214526011248833
2019-02-27,1.0835726740740557,1.2130861222518374
2019-02-28,1.0467234477167309,1.2116495136795953
2019-03-01,1.0174502012383702,1.2102895950969752
2019-03-04,1.1335988179245777,1.2090104813441445
2019-03-05,1.0855777300589764,1.2077191627195456
2019-03-06,1.149236748455252,1.2065331955648797
2019-03-07,1.1601811065519039,1.205417769903862
2019-03-08,1.1045855132129878,1.2043289318122354
2019-03-11,1.0612432049252423,1.2034548067958348
2019-03-12,1.0275745637178841,1.2025830848635781
2019-03-13,1.0015838297416746,1.2017296035298457
2019-03-14,0.9827560246571883,1.2008436184616214
2019-03-15,0.9671612151032526,1.200029534636544
2019-03-18,0.9629958504583496,1.1991856887071328
2019-03-19,0.9838617341882953,1.1981543907193264
